user_id,movie_id,rating,timestamp,movie_title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,1009,3.5,1112486013,Escape to Witch Mountain (1975),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1036,4.0,1112485480,Die Hard (1988),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1079,4.0,1094785665,"Fish Called Wanda, A (1988)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1080,3.5,1112485375,Monty Python's Life of Brian (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1089,3.5,1112484669,Reservoir Dogs (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1090,4.0,1112485453,Platoon (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1097,4.0,1112485701,E.T. the Extra-Terrestrial (1982),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1136,3.5,1112484609,Monty Python and the Holy Grail (1975),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1193,3.5,1112484690,One Flew Over the Cuckoo's Nest (1975),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1196,4.5,1112484742,Star Wars: Episode V - The Empire Strikes Back (1980),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1198,4.5,1112484624,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1200,4.0,1112484560,Aliens (1986),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1201,3.0,1112484642,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1208,3.5,1112484815,Apocalypse Now (1979),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1214,4.0,1094785977,Alien (1979),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1215,4.0,1094786082,Army of Darkness (1993),1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1217,3.5,1112484810,Ran (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1219,4.0,1094785994,Psycho (1960),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1222,3.5,1112484637,Full Metal Jacket (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1240,4.0,1112485401,"Terminator, The (1984)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1243,3.0,1112485567,Rosencrantz and Guildenstern Are Dead (1990),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1246,3.5,1094785759,Dead Poets Society (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1249,4.0,1112485382,"Femme Nikita, La (Nikita) (1990)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1258,4.0,1094785994,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1259,4.0,1112485440,Stand by Me (1986),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1261,3.5,1094786113,Evil Dead II (Dead by Dawn) (1987),1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1262,3.5,1112484735,"Great Escape, The (1963)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1266,4.0,1112485371,Unforgiven (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1278,4.0,1094785986,Young Frankenstein (1974),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1291,3.5,1112485525,Indiana Jones and the Last Crusade (1989),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1304,3.0,1094785720,Butch Cassidy and the Sundance Kid (1969),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1321,4.0,1094786062,"American Werewolf in London, An (1981)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1333,4.0,1112484990,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1348,3.5,1094786056,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1350,3.5,1094786158,"Omen, The (1976)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1358,4.0,1112485419,Sling Blade (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1370,3.0,1094785764,Die Hard 2 (1990),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1374,4.0,1094785746,Star Trek II: The Wrath of Khan (1982),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1387,4.0,1112484913,Jaws (1975),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1525,3.0,1112486150,Warriors of Virtue (1997),1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1584,3.5,1094785656,Contact (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1750,3.5,1112486201,Star Kid (1997),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1848,3.5,1112486032,"Borrowers, The (1997)",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1920,3.5,1112486098,Small Soldiers (1998),0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1967,4.0,1112485739,Labyrinth (1986),0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1994,3.5,1094786087,Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1997,3.5,1094786034,"Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,2021,4.0,1112485929,Dune (1984),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2100,4.0,1112485955,Splash (1984),0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2118,4.0,1094786092,"Dead Zone, The (1983)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2138,4.0,1112485789,Watership Down (1978),0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2140,4.0,1112485705,"Dark Crystal, The (1982)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2143,4.0,1112485951,Legend (1985),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2173,4.0,1112485887,"Navigator: A Mediaeval Odyssey, The (1988)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2174,4.0,1112485843,Beetlejuice (1988),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2193,4.0,1112485753,Willow (1988),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2194,3.5,1112485486,"Untouchables, The (1987)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2253,3.5,1112486122,Toys (1992),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2288,4.0,1094786077,"Thing, The (1982)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,2291,4.0,1094785777,Edward Scissorhands (1990),0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,2542,4.0,1112485447,"Lock, Stock & Two Smoking Barrels (1998)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2628,4.0,1112485988,Star Wars: Episode I - The Phantom Menace (1999),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2644,3.5,1112484994,Dracula (1931),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2648,3.5,1094786017,Frankenstein (1931),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,2664,3.5,1094786148,Invasion of the Body Snatchers (1956),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,2683,3.5,1094785650,Austin Powers: The Spy Who Shagged Me (1999),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2692,3.5,1112484749,Run Lola Run (Lola rennt) (1998),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2716,3.5,1094786012,Ghostbusters (a.k.a. Ghost Busters) (1984),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2761,3.0,1112484759,"Iron Giant, The (1999)",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2762,4.0,1112485367,"Sixth Sense, The (1999)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2804,3.5,1112485414,"Christmas Story, A (1983)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2872,4.0,1112485697,Excalibur (1981),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2918,3.5,1112485465,Ferris Bueller's Day Off (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2944,4.0,1112485433,"Dirty Dozen, The (1967)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2947,3.5,1112485580,Goldfinger (1964),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2959,4.0,1094785698,Fight Club (1999),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2968,4.0,1112485825,Time Bandits (1981),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3000,3.5,1112484569,Princess Mononoke (Mononoke-hime) (1997),1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,3030,3.0,1112484548,Yojimbo (1961),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3037,3.5,1112485563,Little Big Man (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3081,4.0,1094786143,Sleepy Hollow (1999),0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,3153,4.0,1112485816,"7th Voyage of Sinbad, The (1958)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3265,3.5,1112484525,Hard-Boiled (Lat sau san taam) (1992),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3438,3.5,1112486094,Teenage Mutant Ninja Turtles (1990),1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3476,3.5,1094786139,Jacob's Ladder (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,3479,4.0,1112485734,Ladyhawke (1985),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3489,4.0,1112486024,Hook (1991),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3499,4.0,1112484918,Misery (1990),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,3889,4.0,1112486138,Highlander: Endgame (Highlander IV) (2000),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3932,3.0,1094786172,"Invisible Man, The (1933)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3996,4.0,1094785727,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3997,3.5,1112486192,Dungeons & Dragons (2000),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4011,4.0,1112485406,Snatch (2000),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4027,4.0,1112485460,"O Brother, Where Art Thou? (2000)",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4105,3.5,1094786104,"Evil Dead, The (1981)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,4128,4.0,1112484933,"Lost Boys, The (1987)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,4133,3.0,1112486169,Masters of the Universe (1987),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4226,3.5,1112484493,Memento (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,4306,4.0,1094785784,Shrek (2001),0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4446,3.5,1112485970,Final Fantasy: The Spirits Within (2001),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4467,4.0,1112485822,"Adventures of Baron Munchausen, The (1988)",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4571,4.0,1112485880,Bill & Ted's Excellent Adventure (1989),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4720,3.5,1094786008,"Others, The (2001)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,4754,4.0,1112484983,"Wicker Man, The (1973)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,4878,3.5,1112484537,Donnie Darko (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1,4896,4.0,1112485731,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4911,4.0,1112485961,Jabberwocky (1977),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4915,3.0,1112486076,"Beastmaster, The (1982)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4941,3.5,1112486007,Flash Gordon (1980),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4980,3.5,1112486055,Bill & Ted's Bogus Journey (1991),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4993,5.0,1112484682,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5026,4.0,1112485858,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,5039,4.0,1112485898,Dragonslayer (1981),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5040,3.0,1112486086,Conan the Destroyer (1984),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5146,3.5,1094786132,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,5171,4.0,1112486104,"Time Machine, The (2002)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5540,4.0,1112485905,Clash of the Titans (1981),1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,5679,3.5,1094786108,"Ring, The (2002)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,5797,4.0,1112485871,"Company of Wolves, The (1984)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,5816,4.0,1112485720,Harry Potter and the Chamber of Secrets (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5898,3.5,1112486002,"Sword and the Sorcerer, The (1982)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5952,5.0,1112484619,"Lord of the Rings: The Two Towers, The (2002)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5999,3.5,1112486150,Heavy Metal 2000 (2000),1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6093,4.0,1112485713,"Last Unicorn, The (1982)",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6242,3.5,1094786004,Ringu (Ring) (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6333,4.0,1112485502,X2: X-Men United (2003),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,6502,3.5,1094786048,28 Days Later (2002),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,6539,4.0,1112485508,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,6754,4.0,1112485984,Underworld (2003),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,6755,3.5,1094786067,Bubba Ho-tep (2002),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6774,4.0,1112485786,Videodrome (1983),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1,6807,3.5,1112484686,Monty Python's The Meaning of Life (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6834,3.5,1112486060,Wilder Napalm (1993),0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,6888,3.0,1112486127,Scary Movie 3 (2003),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,7001,3.5,1094786101,Invasion of the Body Snatchers (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
1,7045,3.5,1112485834,"Witches, The (1990)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7046,4.0,1112485934,"Witches of Eastwick, The (1987)",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,7153,5.0,1112484633,"Lord of the Rings: The Return of the King, The (2003)",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,7164,3.5,1112485923,Peter Pan (2003),1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7247,3.5,1112485958,Chitty Chitty Bang Bang (1968),0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,7387,3.5,1094786161,Dawn of the Dead (1978),1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,7389,4.0,1112486045,One Million Years B.C. (1966),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7438,4.0,1112484789,Kill Bill: Vol. 2 (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,7449,3.5,1112486163,Godsend (2004),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,7454,4.0,1112486108,Van Helsing (2004),1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,7482,3.0,1112484575,Enter the Dragon (1973),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7757,4.0,1112485819,Jason and the Argonauts (1963),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8368,4.0,1112485688,Harry Potter and the Prisoner of Azkaban (2004),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,8482,3.5,1112485781,"Picture of Dorian Gray, The (1945)",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,8507,5.0,1094786027,Freaks (1932),0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,8636,4.5,1112485493,Spider-Man 2 (2004),1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,8690,3.5,1112484795,Slaughterhouse-Five (1972),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,8961,4.0,1112485629,"Incredibles, The (2004)",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31696,4.0,1112485748,Constantine (2005),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
