,movie_id,movie_title,score
89,90,"Journey of August King, The (1995)",0.925714285714
90,92,Mary Reilly (1996),2.79142857143
91,93,Vampire in Brooklyn (1995),2.08571428571
92,94,Beautiful Girls (1996),2.04857142857
93,95,Broken Arrow (1996),3.88857142857
94,96,In the Bleak Midwinter (1995),1.8
95,97,"Hate (Haine, La) (1995)",1.38285714286
96,98,Shopping (1994),2.30857142857
97,99,Heidi Fleiss: Hollywood Madam (1995),0.0
98,100,City Hall (1996),1.82857142857
99,101,Bottle Rocket (1996),3.16
100,102,Mr. Wrong (1996),0.874285714286
101,103,Unforgettable (1996),2.12285714286
102,104,Happy Gilmore (1996),0.874285714286
103,105,"Bridges of Madison County, The (1995)",1.17428571429
104,106,Nobody Loves Me (Keiner liebt mich) (1994),1.8
105,107,Muppet Treasure Island (1996),2.90857142857
106,108,Catwalk (1996),0.0
107,109,Headless Body in Topless Bar (1995),2.70285714286
108,110,Braveheart (1995),2.52
109,111,Taxi Driver (1976),2.28571428571
110,112,Rumble in the Bronx (Hont faan kui) (1995),4.31714285714
111,113,Before and After (1996),1.29714285714
112,114,Margaret's Museum (1995),0.925714285714
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",0.874285714286
114,116,Anne Frank Remembered (1995),0.0
115,117,"Young Poisoner's Handbook, The (1995)",1.38285714286
116,118,If Lucy Fell (1996),1.12285714286
117,119,"Steal Big, Steal Little (1995)",0.874285714286
118,120,Race the Sun (1996),3.38
119,121,"Boys of St. Vincent, The (1992)",0.925714285714
120,122,Boomerang (1992),1.12285714286
121,123,Chungking Express (Chung Hing sam lam) (1994),1.54571428571
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",0.925714285714
123,125,Flirting With Disaster (1996),0.874285714286
124,126,"NeverEnding Story III, The (1994)",3.46571428572
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",0.925714285714
126,128,Jupiter's Wife (1994),0.0
127,129,Pie in the Sky (1996),1.12285714286
128,130,Angela (1995),0.925714285714
129,131,Frankie Starlight (1995),1.17428571429
130,132,Jade (1995),0.902857142857
131,133,Nueba Yol (1995),1.8
132,134,Sonic Outlaws (1995),0.0
133,135,Down Periscope (1996),0.874285714286
134,136,From the Journals of Jean Seberg (1995),0.0
135,137,Man of the Year (1995),0.0
136,138,"Neon Bible, The (1995)",0.925714285714
137,139,Target (1995),2.33142857142
138,140,Up Close and Personal (1996),1.17428571429
139,141,"Birdcage, The (1996)",0.874285714286
140,142,Shadows (Cienie) (1988),0.925714285714
141,143,Gospa (1995),0.925714285714
142,144,"Brothers McMullen, The (1995)",0.874285714286
143,145,Bad Boys (1995),4.56571428571
144,146,"Amazing Panda Adventure, The (1995)",1.97142857143
145,147,"Basketball Diaries, The (1995)",0.925714285714
146,148,"Awfully Big Adventure, An (1995)",0.925714285714
147,149,Amateur (1994),2.28571428571
148,150,Apollo 13 (1995),2.55428571429
149,151,Rob Roy (1995),2.76857142857
150,152,"Addiction, The (1995)",1.88857142857
151,153,Batman Forever (1995),4.31714285714
152,154,Beauty of the Day (Belle de jour) (1967),0.925714285714
153,155,Beyond Rangoon (1995),2.69428571429
154,156,Blue in the Face (1995),1.8
155,157,Canadian Bacon (1995),1.06285714286
156,158,Casper (1995),1.97142857143
157,159,Clockers (1995),1.75428571429
158,160,Congo (1995),4.20571428571
159,161,Crimson Tide (1995),2.01714285714
160,162,Crumb (1994),0.0
161,163,Desperado (1995),1.73142857142
162,164,Devil in a Blue Dress (1995),1.73142857143
163,165,Die Hard: With a Vengeance (1995),2.76571428571
164,166,"Doom Generation, The (1995)",2.25714285714
165,167,Feast of July (1995),0.925714285714
166,168,First Knight (1995),2.58
167,169,Free Willy 2: The Adventure Home (1995),2.89714285714
168,170,Hackers (1995),4.34571428571
169,171,Jeffrey (1995),1.8
170,172,Johnny Mnemonic (1995),3.15714285714
171,173,Judge Dredd (1995),2.71142857142
172,174,Jury Duty (1995),0.874285714286
173,175,Kids (1995),0.925714285714
174,176,Living in Oblivion (1995),0.874285714286
175,177,Lord of Illusions (1995),0.962857142857
176,178,Love & Human Remains (1993),1.8
177,179,Mad Love (1995),1.17428571429
178,180,Mallrats (1995),1.12285714286
179,181,Mighty Morphin Power Rangers: The Movie (1995),1.79714285714
180,182,Moonlight and Valentino (1995),1.17428571429
181,183,Mute Witness (1994),2.74
182,184,Nadja (1994),0.925714285714
183,185,"Net, The (1995)",2.76571428571
184,186,Nine Months (1995),1.12285714286
185,187,Party Girl (1995),0.874285714286
186,188,"Prophecy, The (1995)",2.82857142858
187,189,Reckless (1995),2.36857142858
188,190,Safe (1995),0.902857142857
189,191,"Scarlet Letter, The (1995)",1.17428571429
190,192,"Show, The (1995)",0.0
191,193,Showgirls (1995),0.925714285714
192,194,Smoke (1995),1.8
193,195,Something to Talk About (1995),2.04857142857
194,196,Species (1995),1.81142857143
195,197,"Stars Fell on Henrietta, The (1995)",0.925714285714
196,198,Strange Days (1995),4.91142857142
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1.23714285714
198,200,"Tie That Binds, The (1995)",0.902857142857
199,201,Three Wishes (1995),2.42
200,202,Total Eclipse (1995),1.17428571429
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0.874285714286
202,204,Under Siege 2: Dark Territory (1995),1.40571428571
203,205,Unstrung Heroes (1995),1.8
204,206,Unzipped (1995),0.0
205,207,"Walk in the Clouds, A (1995)",1.17428571429
206,208,Waterworld (1995),3.83428571428
207,209,White Man's Burden (1995),0.925714285714
208,210,Wild Bill (1995),0.0771428571429
209,211,"Browning Version, The (1994)",0.925714285714
210,212,Bushwhacked (1995),3.28285714286
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0.925714285714
212,214,Before the Rain (Pred dozhdot) (1994),1.11428571429
213,215,Before Sunrise (1995),1.17428571429
214,216,Billy Madison (1995),0.874285714286
215,217,"Babysitter, The (1995)",1.82857142857
216,218,Boys on the Side (1995),1.8
217,219,"Cure, The (1995)",0.925714285714
218,220,Castle Freak (1995),0.962857142857
219,222,Circle of Friends (1995),1.17428571429
220,223,Clerks (1994),0.874285714286
221,224,Don Juan DeMarco (1995),2.04857142857
222,225,Disclosure (1994),1.82857142857
223,226,Dream Man (1995),0.902857142857
224,227,Drop Zone (1994),2.30857142857
225,228,Destiny Turns on the Radio (1995),0.874285714286
226,229,Death and the Maiden (1994),1.82857142857
227,230,Dolores Claiborne (1995),1.82857142857
228,231,Dumb & Dumber (Dumb and Dumber) (1994),2.45428571429
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),2.04857142857
230,233,Exotica (1994),0.925714285714
231,234,Exit to Eden (1994),0.874285714286
232,235,Ed Wood (1994),1.8
233,236,French Kiss (1995),2.52857142857
234,237,Forget Paris (1995),1.12285714286
235,238,Far From Home: The Adventures of Yellow Dog (1995),1.97142857143
236,239,"Goofy Movie, A (1995)",1.72285714286
237,240,Hideaway (1995),0.902857142857
238,241,Fluke (1995),1.31714285714
239,242,Farinelli: il castrato (1994),0.988571428571
240,243,Gordy (1995),2.76
241,244,Gumby: The Movie (1995),0.6
242,245,"Glass Shield, The (1994)",1.38285714286
243,246,Hoop Dreams (1994),0.0
244,247,Heavenly Creatures (1994),1.38285714286
245,248,Houseguest (1994),0.874285714286
246,249,Immortal Beloved (1994),1.17428571429
247,250,Heavyweights (Heavy Weights) (1995),1.26571428571
248,251,"Hunted, The (1995)",1.40571428571
249,252,I.Q. (1994),1.12285714286
250,253,Interview with the Vampire: The Vampire Chronicles (1994),1.88857142857
251,254,Jefferson in Paris (1995),0.925714285714
252,255,"Jerky Boys, The (1995)",0.874285714286
253,256,Junior (1994),1.72285714286
254,257,Just Cause (1995),1.27428571429
255,258,"Kid in King Arthur's Court, A (1995)",4.58857142858
256,259,Kiss of Death (1995),2.28571428571
257,260,Star Wars: Episode IV - A New Hope (1977),3.83428571428
258,261,Little Women (1994),0.925714285714
259,262,"Little Princess, A (1995)",1.31714285714
260,263,Ladybird Ladybird (1994),0.925714285714
261,264,"Enfer, L' (1994)",0.925714285714
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),2.66857142857
263,266,Legends of the Fall (1994),1.44
264,267,Major Payne (1995),0.874285714286
265,268,Little Odessa (1994),1.38285714286
266,269,My Crazy Life (Mi vida loca) (1993),0.925714285714
267,270,Love Affair (1994),1.17428571429
268,271,Losing Isaiah (1995),0.925714285714
269,272,"Madness of King George, The (1994)",1.8
270,273,Mary Shelley's Frankenstein (Frankenstein) (1994),2.73714285714
271,274,Man of the House (1995),0.874285714286
272,275,Mixed Nuts (1994),0.874285714286
273,276,Milk Money (1994),1.12285714286
274,277,Miracle on 34th Street (1994),0.925714285714
275,278,Miami Rhapsody (1995),0.874285714286
276,279,My Family (1995),0.925714285714
277,280,Murder in the First (1995),1.82857142857
278,281,Nobody's Fool (1994),2.04857142857
279,282,Nell (1994),0.925714285714
280,283,New Jersey Drive (1995),1.38285714286
281,284,New York Cop (Nyû Yôku no koppu) (1993),1.86285714285
282,285,Beyond Bedlam (1993),1.88857142857
283,286,Nemesis 2: Nebula (1995),3.15714285714
284,287,Nina Takes a Lover (1994),1.12285714286
285,288,Natural Born Killers (1994),2.76571428571
286,289,Only You (1994),1.12285714286
287,290,Once Were Warriors (1994),1.38285714286
288,291,Poison Ivy II (1996),1.82857142857
289,292,Outbreak (1995),4.08285714285
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),3.69142857142
291,294,"Perez Family, The (1995)",1.12285714286
292,295,"Pyromaniac's Love Story, A (1995)",1.12285714286
293,296,Pulp Fiction (1994),3.16
294,297,Panther (1995),0.925714285714
295,298,Pushing Hands (Tui shou) (1992),0.925714285714
296,299,Priest (1994),0.925714285714
297,300,Quiz Show (1994),0.925714285714
298,301,Picture Bride (Bijo photo) (1994),1.17428571429
299,302,"Queen Margot (Reine Margot, La) (1994)",1.17428571429
300,303,"Quick and the Dead, The (1995)",2.38571428571
301,304,Roommates (1995),1.8
302,305,Ready to Wear (Pret-A-Porter) (1994),0.874285714286
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),0.925714285714
304,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),0.925714285714
305,308,Three Colors: White (Trzy kolory: Bialy) (1994),1.8
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",0.925714285714
307,310,Rent-a-Kid (1995),0.874285714286
308,311,Relative Fear (1994),1.86571428571
309,312,Stuart Saves His Family (1995),0.874285714286
310,313,"Swan Princess, The (1994)",0.6
311,314,"Secret of Roan Inish, The (1994)",3.18285714286
312,315,"Specialist, The (1994)",3.23428571428
313,316,Stargate (1994),3.83428571428
314,317,"Santa Clause, The (1994)",3.29428571429
315,318,"Shawshank Redemption, The (1994)",1.38285714286
316,319,Shallow Grave (1994),2.70285714286
317,320,Suture (1993),0.902857142857
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),0.925714285714
319,322,Swimming with Sharks (1995),1.8
320,324,"Sum of Us, The (1994)",1.8
321,325,National Lampoon's Senior Trip (1995),0.874285714286
322,326,To Live (Huozhe) (1994),0.925714285714
323,327,Tank Girl (1995),3.12857142857
324,328,Tales from the Crypt Presents: Demon Knight (1995),1.86571428571
325,329,Star Trek: Generations (1994),3.35428571428
326,330,Tales from the Hood (1995),2.82571428571
327,331,Tom & Viv (1994),0.925714285714
328,332,Village of the Damned (1995),1.81142857143
329,333,Tommy Boy (1995),0.874285714286
330,334,Vanya on 42nd Street (1994),0.925714285714
331,335,Underneath (1995),1.27428571429
332,336,"Walking Dead, The (1995)",1.11428571429
333,337,What's Eating Gilbert Grape (1993),0.925714285714
334,338,Virtuosity (1995),3.15714285714
335,339,While You Were Sleeping (1995),1.12285714286
336,340,"War, The (1994)",2.69428571429
337,341,Double Happiness (1994),0.925714285714
338,342,Muriel's Wedding (1994),0.874285714286
339,343,"Baby-Sitters Club, The (1995)",0.391428571429
340,344,Ace Ventura: Pet Detective (1994),0.874285714286
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1.8
342,346,Backbeat (1993),0.988571428571
343,347,Bitter Moon (1992),1.17428571429
344,348,Bullets Over Broadway (1994),0.874285714286
345,349,Clear and Present Danger (1994),3.69142857142
346,350,"Client, The (1994)",2.2
347,351,"Corrina, Corrina (1994)",2.04857142857
348,352,Crooklyn (1994),1.8
349,353,"Crow, The (1994)",4.26
350,354,Cobb (1994),0.925714285714
351,355,"Flintstones, The (1994)",2.76
352,356,Forrest Gump (1994),2.23714285714
353,357,Four Weddings and a Funeral (1994),1.12285714286
354,358,Higher Learning (1995),0.925714285714
355,359,I Like It Like That (1994),2.04857142857
356,360,I Love Trouble (1994),2.28
357,361,It Could Happen to You (1994),2.04857142857
358,362,"Jungle Book, The (1994)",2.22
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",0.0
360,364,"Lion King, The (1994)",3.21714285714
361,365,Little Buddha (1993),0.925714285714
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",3.16285714286
363,367,"Mask, The (1994)",4.23142857143
364,368,Maverick (1994),2.53142857143
365,369,Mrs. Parker and the Vicious Circle (1994),0.925714285714
366,370,Naked Gun 33 1/3: The Final Insult (1994),2.28
367,371,"Paper, The (1994)",1.8
368,372,Reality Bites (1994),2.04857142857
369,373,Red Rock West (1992),0.902857142857
370,374,Richie Rich (1994),1.26571428571
371,375,Safe Passage (1994),0.925714285714
372,376,"River Wild, The (1994)",2.30857142857
373,377,Speed (1994),2.55714285714
374,378,Speechless (1994),1.12285714286
375,379,Timecop (1994),3.15714285714
376,380,True Lies (1994),5.01142857142
377,381,When a Man Loves a Woman (1994),1.17428571429
378,382,Wolf (1994),3.04
379,383,Wyatt Earp (1994),0.0771428571429
380,384,Bad Company (1995),2.78857142857
381,385,"Man of No Importance, A (1994)",0.925714285714
382,386,S.F.W. (1994),0.925714285714
383,387,"Low Down Dirty Shame, A (1994)",2.28
384,388,Boys Life (1995),0.925714285714
385,389,"Colonel Chabert, Le (1994)",1.36285714286
386,390,Faster Pussycat! Kill! Kill! (1965),2.78857142857
387,391,Jason's Lyric (1994),1.38285714286
388,392,"Secret Adventures of Tom Thumb, The (1993)",1.78857142857
389,393,Street Fighter (1994),4.48
390,394,Coldblooded (1995),0.874285714286
391,395,Desert Winds (1995),2.66857142857
392,396,Fall Time (1995),0.925714285714
393,397,"Fear, The (1995)",0.962857142857
394,398,Frank and Ollie (1995),0.0
395,399,Girl in the Cadillac (1995),0.925714285714
396,400,Homage (1995),0.925714285714
397,401,Mirage (1995),2.30857142857
398,402,Open Season (1996),0.874285714286
399,403,Two Crimes (Dos crímenes) (1995),2.25714285714
400,404,Brother Minister: The Assassination of Malcolm X (1994),0.0
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.9
402,406,Federal Hill (1994),0.925714285714
403,407,In the Mouth of Madness (1995),1.86571428571
404,408,8 Seconds (1994),0.925714285714
405,409,Above the Rim (1994),1.38285714286
406,410,Addams Family Values (1993),2.76
407,411,Martin Lawrence: You So Crazy (1994),0.874285714286
408,412,"Age of Innocence, The (1993)",0.925714285714
409,413,Airheads (1994),0.874285714286
410,414,"Air Up There, The (1994)",0.874285714286
411,415,Another Stakeout (1993),1.77714285714
412,416,Bad Girls (1994),0.0771428571429
413,417,Barcelona (1994),1.12285714286
414,418,Being Human (1993),0.925714285714
415,419,"Beverly Hillbillies, The (1993)",0.874285714286
416,420,Beverly Hills Cop III (1994),3.64
417,421,Black Beauty (1994),2.89714285714
418,422,Blink (1994),0.902857142857
419,423,Blown Away (1994),2.30857142857
420,424,Blue Chips (1994),0.925714285714
421,425,Blue Sky (1994),1.17428571429
422,426,Body Snatchers (1993),2.71428571428
423,427,Boxing Helena (1993),2.44857142857
424,428,"Bronx Tale, A (1993)",0.925714285714
425,429,Cabin Boy (1994),0.874285714286
426,430,Calendar Girl (1993),1.8
427,431,Carlito's Way (1993),1.38285714286
428,432,City Slickers II: The Legend of Curly's Gold (1994),2.53142857143
429,433,Clean Slate (1994),0.874285714286
430,434,Cliffhanger (1993),3.88857142857
431,435,Coneheads (1993),1.72285714286
432,436,Color of Night (1994),1.82857142857
433,437,Cops and Robbersons (1994),0.874285714286
434,438,"Cowboy Way, The (1994)",3.20571428571
435,439,Dangerous Game (1993),0.925714285714
436,440,Dave (1993),1.12285714286
437,441,Dazed and Confused (1993),0.874285714286
438,442,Demolition Man (1993),3.83428571428
439,443,"Endless Summer 2, The (1994)",1.58
440,444,Even Cowgirls Get the Blues (1993),1.12285714286
441,445,Fatal Instinct (1993),0.874285714286
442,446,Farewell My Concubine (Ba wang bie ji) (1993),1.17428571429
443,447,"Favor, The (1994)",1.12285714286
444,448,Fearless (1993),0.925714285714
445,449,Fear of a Black Hat (1994),0.874285714286
446,450,With Honors (1994),1.8
447,451,Flesh and Bone (1993),1.54571428571
448,452,Widows' Peak (1994),0.925714285714
449,453,For Love or Money (1993),1.12285714286
450,454,"Firm, The (1993)",1.82857142857
451,455,Free Willy (1993),2.89714285714
452,456,Fresh (1994),2.28571428571
453,457,"Fugitive, The (1993)",0.902857142857
454,458,Geronimo: An American Legend (1993),1.00285714286
455,459,"Getaway, The (1994)",5.52
456,460,Getting Even with Dad (1994),0.874285714286
457,461,Go Fish (1994),1.17428571429
458,462,"Good Man in Africa, A (1994)",2.98571428571
459,463,Guilty as Sin (1993),2.28571428571
460,464,Hard Target (1993),4.34571428571
461,465,Heaven & Earth (1993),2.52
462,466,Hot Shots! Part Deux (1993),2.46857142857
463,467,Live Nude Girls (1995),0.874285714286
464,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1.12285714286
465,469,"House of the Spirits, The (1993)",1.17428571429
466,470,House Party 3 (1994),0.874285714286
467,471,"Hudsucker Proxy, The (1994)",0.874285714286
468,472,I'll Do Anything (1994),1.8
469,473,In the Army Now (1994),1.06285714286
470,474,In the Line of Fire (1993),2.30857142857
471,475,In the Name of the Father (1993),0.925714285714
472,476,"Inkwell, The (1994)",1.8
473,477,What's Love Got to Do with It? (1993),0.988571428571
474,478,Jimmy Hollywood (1994),2.25714285714
475,479,Judgment Night (1993),2.76571428571
476,480,Jurassic Park (1993),4.73714285714
477,481,Kalifornia (1993),1.82857142857
478,482,Killing Zoe (1994),2.28571428571
479,483,King of the Hill (1993),0.925714285714
480,484,Lassie (1994),1.97142857143
481,485,Last Action Hero (1993),5.35428571429
482,486,Life with Mikey (1993),0.874285714286
483,487,Lightning Jack (1994),0.951428571429
484,488,M. Butterfly (1993),1.17428571429
485,489,Made in America (1993),0.874285714286
486,490,Malice (1993),0.902857142857
487,491,"Man Without a Face, The (1993)",0.925714285714
488,492,Manhattan Murder Mystery (1993),1.24571428572
489,493,Menace II Society (1993),2.78857142857
490,494,Executive Decision (1996),3.88857142857
491,495,In the Realm of the Senses (Ai no corrida) (1976),0.925714285714
492,496,What Happened Was... (1994),2.95142857143
493,497,Much Ado About Nothing (1993),1.12285714286
494,498,Mr. Jones (1993),1.17428571429
495,499,Mr. Wonderful (1993),1.12285714286
496,500,Mrs. Doubtfire (1993),1.8
497,501,Naked (1993),0.925714285714
498,502,"Next Karate Kid, The (1994)",2.04571428571
499,503,"New Age, The (1994)",0.925714285714
500,504,No Escape (1994),3.18
501,505,North (1994),0.874285714286
502,506,Orlando (1992),2.66857142857
503,507,"Perfect World, A (1993)",2.28571428571
504,508,Philadelphia (1993),0.925714285714
505,509,"Piano, The (1993)",1.17428571429
506,510,Poetic Justice (1993),0.925714285714
507,511,"Program, The (1993)",2.33142857142
508,512,"Puppet Masters, The (1994)",1.81142857143
509,513,Radioland Murders (1994),1.49428571429
510,514,"Ref, The (1994)",0.874285714286
511,515,"Remains of the Day, The (1993)",1.17428571429
512,516,Renaissance Man (1994),1.8
513,517,Rising Sun (1993),2.70285714285
514,518,"Road to Wellville, The (1994)",0.874285714286
515,519,RoboCop 3 (1993),4.54
516,520,Robin Hood: Men in Tights (1993),0.874285714286
517,521,Romeo Is Bleeding (1993),1.36
518,522,Romper Stomper (1992),2.33142857142
519,523,Ruby in Paradise (1993),0.925714285714
520,524,Rudy (1993),0.925714285714
521,525,"Saint of Fort Washington, The (1993)",0.925714285714
522,526,"Savage Nights (Nuits fauves, Les) (1992)",0.925714285714
523,527,Schindler's List (1993),1.11428571429
524,528,"Scout, The (1994)",1.8
525,529,Searching for Bobby Fischer (1993),0.925714285714
526,530,Second Best (1994),0.925714285714
527,531,"Secret Garden, The (1993)",1.31714285714
528,532,Serial Mom (1994),2.29428571429
529,533,"Shadow, The (1994)",4.85142857143
530,534,Shadowlands (1993),1.17428571429
531,535,Short Cuts (1993),0.925714285714
532,536,"Simple Twist of Fate, A (1994)",0.925714285714
533,537,Sirens (1994),0.925714285714
534,538,Six Degrees of Separation (1993),0.925714285714
535,539,Sleepless in Seattle (1993),2.04857142857
536,540,Sliver (1993),0.902857142857
537,541,Blade Runner (1982),3.15714285714
538,542,Son in Law (1993),2.04857142857
539,543,So I Married an Axe Murderer (1993),2.02571428571
540,544,Striking Distance (1993),1.86285714285
541,545,Harem (1985),0.925714285714
542,546,Super Mario Bros. (1993),6.59428571429
543,547,Surviving the Game (1994),3.88857142857
544,548,Terminal Velocity (1994),2.68
545,549,Thirty-Two Short Films About Glenn Gould (1993),0.988571428571
546,550,Threesome (1994),1.12285714286
547,551,"Nightmare Before Christmas, The (1993)",2.15714285715
548,552,"Three Musketeers, The (1993)",4.10857142857
549,553,Tombstone (1993),2.40857142857
550,554,Trial by Jury (1994),2.28571428571
551,555,True Romance (1993),1.36
552,556,"War Room, The (1993)",0.0
553,558,"Pagemaster, The (1994)",5.08
554,559,"Paris, France (1993)",0.874285714286
555,560,"Beans of Egypt, Maine, The (1994)",0.925714285714
556,561,Killer (Bulletproof Heart) (1994),1.82857142857
557,562,Welcome to the Dollhouse (1995),1.8
558,563,Germinal (1993),1.17428571429
559,564,Chasers (1994),0.874285714286
560,565,Cronos (1993),1.88857142857
561,566,Naked in New York (1994),1.12285714286
562,567,Kika (1993),1.8
563,568,Bhaji on the Beach (1993),1.8
564,569,Little Big League (1994),1.8
565,570,"Slingshot, The (Kådisbellan) (1993)",1.8
566,571,"Wedding Gift, The (1994)",1.17428571429
567,572,Foreign Student (1994),0.925714285714
568,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",0.925714285714
569,574,Spanking the Monkey (1994),1.8
570,575,"Little Rascals, The (1994)",1.26571428571
571,576,Fausto (1993),0.874285714286
572,577,Andre (1994),2.89714285714
573,579,"Escort, The (Scorta, La) (1993)",1.36
574,580,Princess Caraboo (1994),0.925714285714
575,581,"Celluloid Closet, The (1995)",0.0
576,582,Métisse (Café au Lait) (1993),1.8
577,583,Dear Diary (Caro Diario) (1994),1.8
578,584,I Don't Want to Talk About It (De eso no se habla) (1993),1.17428571429
579,585,"Brady Bunch Movie, The (1995)",0.874285714286
580,586,Home Alone (1990),1.26571428571
581,587,Ghost (1990),4.44571428572
582,588,Aladdin (1992),3.11714285714
583,589,Terminator 2: Judgment Day (1991),2.25428571428
584,590,Dances with Wolves (1990),2.58285714286
585,591,Tough and Deadly (1995),3.23428571428
586,592,Batman (1989),2.76571428571
587,593,"Silence of the Lambs, The (1991)",2.32285714286
588,594,Snow White and the Seven Dwarfs (1937),3.08285714286
589,595,Beauty and the Beast (1991),2.45428571429
590,596,Pinocchio (1940),2.15714285715
591,597,Pretty Woman (1990),1.12285714286
